sysTime 	ACTION 	ChannelUsed 	TransJob 	CPU 	RunningJob 	ActionQos 
110950	0	-1.4210854715202004e-14	0	2.7755575615628914e-17	0	3716.226829519546
110960	0	-1.4210854715202004e-14	0	2.7755575615628914e-17	0	3716.226829519546
110970	0	-1.4210854715202004e-14	0	2.7755575615628914e-17	0	3716.226829519546
110980	0	-1.4210854715202004e-14	0	2.7755575615628914e-17	0	3716.226829519546
110990	0	-1.4210854715202004e-14	0	2.7755575615628914e-17	0	3716.226829519546
111000	1	20.75187496394218	1	2.7755575615628914e-17	0	3716.226829519546
111010	1	-1.4210854715202004e-14	0	0.10000000000000003	1	3716.226829519546
111020	1	-1.4210854715202004e-14	0	0.10000000000000003	1	3716.226829519546
111030	1	-1.4210854715202004e-14	0	0.10000000000000003	1	3716.226829519546
111040	1	-1.4210854715202004e-14	0	0.10000000000000003	1	3716.226829519546
111050	1	20.75187496394218	1	0.10000000000000003	1	3716.226829519546
111060	1	-1.4210854715202004e-14	0	0.20000000000000004	2	3716.226829519546
111070	1	-1.4210854715202004e-14	0	0.20000000000000004	2	3716.226829519546
111080	1	-1.4210854715202004e-14	0	0.10000000000000003	1	7432.453659039092
111090	1	-1.4210854715202004e-14	0	0.10000000000000003	1	7432.453659039092
111100	0	-1.4210854715202004e-14	0	0.10000000000000003	1	7432.453659039092
111110	0	-1.4210854715202004e-14	0	0.10000000000000003	1	7432.453659039092
111120	0	-1.4210854715202004e-14	0	0.10000000000000003	1	7432.453659039092
111130	0	-1.4210854715202004e-14	0	0.10000000000000003	1	7432.453659039092
111140	0	-1.4210854715202004e-14	0	0.10000000000000003	1	7432.453659039092
111150	1	20.75187496394218	1	0.10000000000000003	1	7432.453659039092
111160	1	-1.4210854715202004e-14	0	0.20000000000000004	2	7432.453659039092
111170	1	-1.4210854715202004e-14	0	0.20000000000000004	2	7432.453659039092
111180	1	-1.4210854715202004e-14	0	0.20000000000000004	2	7432.453659039092
111190	1	-1.4210854715202004e-14	0	0.10000000000000003	1	14864.907318078183
111200	0	-1.4210854715202004e-14	0	0.10000000000000003	1	14864.907318078183
111210	0	-1.4210854715202004e-14	0	0.10000000000000003	1	14864.907318078183
111220	0	-1.4210854715202004e-14	0	0.10000000000000003	1	14864.907318078183
111230	0	-1.4210854715202004e-14	0	0.10000000000000003	1	14864.907318078183
111240	0	-1.4210854715202004e-14	0	0.10000000000000003	1	14864.907318078183
111250	1	20.75187496394218	1	0.10000000000000003	1	14864.907318078183
111260	1	-1.4210854715202004e-14	0	0.20000000000000004	2	14864.907318078183
111270	1	-1.4210854715202004e-14	0	0.20000000000000004	2	14864.907318078183
111280	1	-1.4210854715202004e-14	0	0.20000000000000004	2	14864.907318078183
111290	1	-1.4210854715202004e-14	0	0.10000000000000003	1	14864.907318078183
111300	0	-1.4210854715202004e-14	0	0.10000000000000003	1	14864.907318078183
111310	0	-1.4210854715202004e-14	0	0.10000000000000003	1	14864.907318078183
111320	0	-1.4210854715202004e-14	0	0.10000000000000003	1	14864.907318078183
111330	0	-1.4210854715202004e-14	0	2.7755575615628914e-17	0	7432.453659039092
111340	0	-1.4210854715202004e-14	0	2.7755575615628914e-17	0	7432.453659039092
111350	13	39.45516087506906	3	2.7755575615628914e-17	0	7432.453659039092
111360	13	26.30344058337937	2	0.10000000000000003	1	7432.453659039092
