No 	 Uid 	 Jid  	 offloadtime 	 begintime 	 commutime 	 runtime 	 energy 	 AoI
687	4	344	36.4	36.4	0.003976043160966898	0.25	0.03478514359132537	0.07
688	2	183	36.45	36.46	0.01993302938758822	0.15	0.11466574185121364	0.04
689	1	39	36.45	36.48	0.02657737251678429	0.1	0.15288765580161817	0.05
690	0	36	36.45	36.49	0.033221715645980365	0.1	0.19110956975202273	0.07
691	0	37	36.5	36.54	0.033221715645980365	0.025	0.19110956975202273	0.05
692	3	85	36.45	36.47	0.013288686258392145	0.4	0.07644382790080909	0.11
693	2	184	36.5	36.51	0.01993302938758822	0.225	0.11466574185121364	0.06
694	1	40	36.5	36.53	0.02657737251678429	0.2	0.15288765580161817	0.07
695	4	345	36.45	36.45	0.006644343129196073	0.5	0.03822191395040454	0.13
696	4	346	36.5	36.5	0.006644343129196073	0.375	0.03822191395040454	0.1
697	3	86	36.5	36.52	0.013288686258392145	0.4	0.07644382790080909	0.11
698	4	347	36.6	36.6	0.003084058674756107	0.25	0.03363626757308587	0.07
699	4	348	36.7	36.7	0.003976043160966898	0.125	0.03478514359132537	0.04
700	2	185	36.7	36.71	0.011928129482900694	0.15	0.10435543077397609	0.05
701	4	349	36.8	36.8	0.003976043160966898	0.125	0.03478514359132537	0.04
702	2	186	36.8	36.81	0.011928129482900694	0.15	0.10435543077397609	0.05
703	2	187	36.9	36.91	0.011928129482900694	0.075	0.10435543077397609	0.03
704	4	350	36.9	36.9	0.003976043160966898	0.25	0.03478514359132537	0.07
705	3	87	36.95	36.95	0.007952086321933796	0.1	0.06957028718265074	0.03
706	0	38	36.95	36.96	0.019880215804834487	0.05	0.17392571795662679	0.03
707	3	88	37.05	37.07	0.011511183630340911	0.1	0.0741544045158791	0.04
708	0	39	37.05	37.08	0.02877795907585228	0.075	0.18538601128969776	0.05
709	2	188	37.05	37.06	0.01726677544551137	0.225	0.11123160677381866	0.06
710	2	189	37.1	37.11	0.01726677544551137	0.075	0.11123160677381866	0.03
711	4	352	37.1	37.1	0.0057555918151704554	0.125	0.03707720225793955	0.04
712	0	40	37.1	37.12	0.02877795907585228	0.1	0.18538601128969776	0.04
713	4	351	37.05	37.05	0.0057555918151704554	0.375	0.03707720225793955	0.1
714	1	41	37.1	37.13	0.023022367260681822	0.15	0.1483088090317582	0.07
715	4	353	37.2	37.2	0.003976043160966898	0.25	0.03478514359132537	0.07
716	2	190	37.2	37.21	0.011928129482900694	0.3	0.10435543077397609	0.09
717	3	89	37.3	37.3	0.007952086321933796	0.2	0.06957028718265074	0.04
718	4	354	37.3	37.31	0.003976043160966898	0.375	0.03478514359132537	0.11
719	4	355	37.4	37.4	0.003084058674756107	0.25	0.03363626757308587	0.07
720	4	356	37.5	37.5	0.003976043160966898	0.125	0.03478514359132537	0.04
721	2	191	37.5	37.51	0.011928129482900694	0.225	0.10435543077397609	0.07
722	2	192	37.6	37.61	0.011928129482900694	0.15	0.10435543077397609	0.05
723	4	357	37.6	37.6	0.003976043160966898	0.5	0.03478514359132537	0.13
724	3	90	37.7	37.7	0.007952086321933796	0.2	0.06957028718265074	0.04
725	4	358	37.7	37.71	0.003976043160966898	0.25	0.03478514359132537	0.08
726	2	193	37.8	37.8	0.00925217602426832	0.225	0.1009088027192576	0.06
727	4	359	37.9	37.9	0.003976043160966898	0.125	0.03478514359132537	0.04
728	2	194	37.9	37.91	0.011928129482900694	0.225	0.10435543077397609	0.07
729	2	195	38.0	38.01	0.011928129482900694	0.075	0.10435543077397609	0.03
730	4	360	38.0	38.0	0.003976043160966898	0.125	0.03478514359132537	0.04
731	2	196	38.1	38.11	0.014598850624987891	0.075	0.10779531960498441	0.03
732	0	41	38.1	38.12	0.024331417708313156	0.1	0.17965886600830736	0.05
733	4	361	38.1	38.1	0.0048662835416626304	0.5	0.035931773201661465	0.13
734	4	362	38.2	38.2	0.003084058674756107	0.125	0.03363626757308587	0.04
735	2	197	38.25	38.26	0.011928129482900694	0.15	0.10435543077397609	0.05
736	4	363	38.25	38.25	0.003976043160966898	0.375	0.03478514359132537	0.1
737	3	91	38.35	38.35	0.007952086321933796	0.2	0.06957028718265074	0.04
738	4	364	38.35	38.36	0.003976043160966898	0.5	0.03478514359132537	0.14
739	4	365	38.45	38.45	0.003084058674756107	0.375	0.03363626757308587	0.1
740	3	92	38.55	38.55	0.007952086321933796	0.2	0.06957028718265074	0.04
741	4	366	38.55	38.56	0.003976043160966898	0.375	0.03478514359132537	0.11
742	4	367	38.65	38.65	0.003084058674756107	0.25	0.03363626757308587	0.07
743	2	198	38.75	38.76	0.011928129482900694	0.225	0.10435543077397609	0.07
744	4	368	38.75	38.75	0.003976043160966898	0.375	0.03478514359132537	0.1
745	2	199	38.85	38.86	0.014598850624987891	0.075	0.10779531960498441	0.03
746	0	42	38.85	38.87	0.024331417708313156	0.1	0.17965886600830736	0.05
747	4	369	38.85	38.85	0.0048662835416626304	0.375	0.035931773201661465	0.1
748	3	93	38.95	38.95	0.007952086321933796	0.4	0.06957028718265074	0.09
749	4	370	38.95	38.96	0.003976043160966898	0.375	0.03478514359132537	0.11
750	4	371	39.05	39.05	0.003084058674756107	0.25	0.03363626757308587	0.07
751	1	42	39.15	39.16	0.019465134166650522	0.15	0.14372709280664586	0.04
752	0	43	39.15	39.18	0.024331417708313156	0.1	0.17965886600830736	0.06
753	2	200	39.15	39.17	0.014598850624987891	0.225	0.10779531960498441	0.07
754	2	201	39.25	39.26	0.011928129482900694	0.225	0.10435543077397609	0.07
755	3	94	39.3	39.32	0.011511183630340911	0.1	0.0741544045158791	0.04
756	4	372	39.25	39.25	0.003976043160966898	0.375	0.03478514359132537	0.1
757	0	44	39.3	39.33	0.02877795907585228	0.1	0.18538601128969776	0.06
758	2	202	39.3	39.31	0.01726677544551137	0.3	0.11123160677381866	0.08
759	1	43	39.3	39.34	0.023022367260681822	0.15	0.1483088090317582	0.08
760	3	95	39.4	39.4	0.007952086321933796	0.3	0.06957028718265074	0.07
761	4	373	39.4	39.41	0.003976043160966898	0.5	0.03478514359132537	0.14
762	4	374	39.5	39.5	0.003084058674756107	0.25	0.03363626757308587	0.07
763	2	203	39.6	39.61	0.011928129482900694	0.075	0.10435543077397609	0.03
764	4	375	39.6	39.6	0.003976043160966898	0.375	0.03478514359132537	0.1
765	3	96	39.7	39.7	0.007952086321933796	0.1	0.06957028718265074	0.02
766	4	376	39.7	39.71	0.003976043160966898	0.125	0.03478514359132537	0.05
767	2	204	39.8	39.81	0.011928129482900694	0.15	0.10435543077397609	0.05
768	4	377	39.8	39.8	0.003976043160966898	0.5	0.03478514359132537	0.13
769	2	205	39.9	39.91	0.011928129482900694	0.15	0.10435543077397609	0.05
770	4	378	39.9	39.9	0.003976043160966898	0.5	0.03478514359132537	0.13
771	4	379	40.0	40.0	0.003084058674756107	0.5	0.03363626757308587	0.13
772	4	380	40.1	40.1	0.003084058674756107	0.5	0.03363626757308587	0.13
773	4	381	40.2	40.2	0.003084058674756107	0.375	0.03363626757308587	0.1
774	3	97	40.3	40.3	0.007952086321933796	0.3	0.06957028718265074	0.08
775	2	206	40.3	40.31	0.011928129482900694	0.3	0.10435543077397609	0.09
776	4	382	40.4	40.4	0.003084058674756107	0.125	0.03363626757308587	0.04
777	4	383	40.45	40.45	0.003084058674756107	0.125	0.03363626757308587	0.04
778	3	98	40.5	40.52	0.011511183630340911	0.1	0.0741544045158791	0.04
779	1	44	40.5	40.53	0.023022367260681822	0.1	0.1483088090317582	0.06
780	4	384	40.5	40.5	0.0057555918151704554	0.25	0.03707720225793955	0.07
781	2	207	40.5	40.51	0.01726677544551137	0.3	0.11123160677381866	0.08
782	3	99	40.6	40.6	0.007952086321933796	0.1	0.06957028718265074	0.02
783	4	385	40.6	40.61	0.003976043160966898	0.125	0.03478514359132537	0.05
784	2	208	40.7	40.71	0.011928129482900694	0.15	0.10435543077397609	0.05
785	4	386	40.7	40.7	0.003976043160966898	0.5	0.03478514359132537	0.13
786	4	387	40.8	40.8	0.003084058674756107	0.5	0.03363626757308587	0.13
787	0	45	40.9	40.91	0.015420293373780536	0.1	0.16818133786542935	0.04
788	4	388	41.0	41.0	0.003976043160966898	0.25	0.03478514359132537	0.07
789	2	209	41.0	41.01	0.011928129482900694	0.225	0.10435543077397609	0.07
790	2	210	41.1	41.11	0.011928129482900694	0.15	0.10435543077397609	0.05
791	4	389	41.1	41.1	0.003976043160966898	0.25	0.03478514359132537	0.07
792	2	211	41.2	41.21	0.011928129482900694	0.225	0.10435543077397609	0.07
793	4	390	41.2	41.2	0.003976043160966898	0.375	0.03478514359132537	0.1
794	4	391	41.3	41.3	0.003084058674756107	0.25	0.03363626757308587	0.07
795	4	392	41.4	41.4	0.003976043160966898	0.125	0.03478514359132537	0.04
796	0	46	41.45	41.46	0.019880215804834487	0.025	0.17392571795662679	0.01
797	2	212	41.4	41.41	0.011928129482900694	0.3	0.10435543077397609	0.09
798	2	213	41.45	41.47	0.011928129482900694	0.3	0.10435543077397609	0.1
799	0	47	41.55	41.56	0.019880215804834487	0.075	0.17392571795662679	0.03
800	4	393	41.55	41.55	0.003976043160966898	0.25	0.03478514359132537	0.07
801	2	214	41.65	41.66	0.011928129482900694	0.15	0.10435543077397609	0.05
802	4	394	41.65	41.65	0.003976043160966898	0.25	0.03478514359132537	0.07
803	4	395	41.75	41.75	0.003976043160966898	0.125	0.03478514359132537	0.04
804	2	215	41.75	41.76	0.011928129482900694	0.15	0.10435543077397609	0.05
805	2	216	41.85	41.86	0.011928129482900694	0.075	0.10435543077397609	0.03
806	4	396	41.85	41.85	0.003976043160966898	0.125	0.03478514359132537	0.04
807	0	48	42.0	42.01	0.019880215804834487	0.075	0.17392571795662679	0.02
808	2	217	41.95	41.96	0.011928129482900694	0.3	0.10435543077397609	0.09
809	4	397	41.95	41.95	0.003976043160966898	0.375	0.03478514359132537	0.1
810	1	45	42.0	42.02	0.015904172643867592	0.15	0.13914057436530147	0.06
811	2	218	42.05	42.06	0.011928129482900694	0.225	0.10435543077397609	0.07
812	4	398	42.05	42.05	0.003976043160966898	0.5	0.03478514359132537	0.13
813	4	399	42.15	42.15	0.003084058674756107	0.375	0.03363626757308587	0.1
814	3	100	42.25	42.25	0.007952086321933796	0.1	0.06957028718265074	0.02
815	4	400	42.25	42.26	0.003976043160966898	0.25	0.03478514359132537	0.08
816	2	219	42.35	42.36	0.011928129482900694	0.075	0.10435543077397609	0.03
817	4	401	42.35	42.35	0.003976043160966898	0.125	0.03478514359132537	0.04
818	2	220	42.45	42.46	0.011928129482900694	0.225	0.10435543077397609	0.07
819	4	402	42.45	42.45	0.003976043160966898	0.5	0.03478514359132537	0.13
820	0	49	42.6	42.61	0.019880215804834487	0.075	0.17392571795662679	0.02
821	1	46	42.6	42.62	0.015904172643867592	0.05	0.13914057436530147	0.04
822	4	403	42.55	42.55	0.003084058674756107	0.375	0.03363626757308587	0.1
823	2	221	42.7	42.71	0.011928129482900694	0.15	0.10435543077397609	0.05
824	4	404	42.7	42.7	0.003976043160966898	0.375	0.03478514359132537	0.1
825	3	101	42.8	42.8	0.007952086321933796	0.4	0.06957028718265074	0.09
826	4	405	42.8	42.81	0.003976043160966898	0.375	0.03478514359132537	0.11
827	4	406	42.9	42.9	0.003084058674756107	0.125	0.03363626757308587	0.04
828	0	50	42.95	42.96	0.015420293373780536	0.1	0.16818133786542935	0.04
829	2	222	43.05	43.06	0.011928129482900694	0.15	0.10435543077397609	0.05
830	4	407	43.05	43.05	0.003976043160966898	0.5	0.03478514359132537	0.13
831	3	102	43.15	43.15	0.007952086321933796	0.1	0.06957028718265074	0.03
832	1	47	43.15	43.16	0.015904172643867592	0.15	0.13914057436530147	0.05
833	4	408	43.25	43.25	0.003976043160966898	0.25	0.03478514359132537	0.07
834	2	223	43.25	43.26	0.011928129482900694	0.225	0.10435543077397609	0.07
835	2	224	43.35	43.36	0.011928129482900694	0.15	0.10435543077397609	0.05
836	4	409	43.35	43.35	0.003976043160966898	0.25	0.03478514359132537	0.07
837	4	410	43.45	43.45	0.003976043160966898	0.125	0.03478514359132537	0.04
838	2	225	43.45	43.46	0.011928129482900694	0.225	0.10435543077397609	0.07
839	2	226	43.55	43.56	0.011928129482900694	0.3	0.10435543077397609	0.09
840	4	411	43.55	43.55	0.003976043160966898	0.375	0.03478514359132537	0.1
841	4	412	43.65	43.65	0.003084058674756107	0.5	0.03363626757308587	0.13
842	4	413	43.75	43.75	0.003084058674756107	0.5	0.03363626757308587	0.13
843	4	414	43.85	43.85	0.003084058674756107	0.5	0.03363626757308587	0.13
844	4	415	43.95	43.95	0.003084058674756107	0.375	0.03363626757308587	0.1
845	3	103	44.05	44.05	0.007952086321933796	0.2	0.06957028718265074	0.04
846	4	417	44.1	44.11	0.003976043160966898	0.125	0.03478514359132537	0.05
847	3	104	44.1	44.1	0.007952086321933796	0.3	0.06957028718265074	0.07
848	4	416	44.05	44.06	0.003976043160966898	0.5	0.03478514359132537	0.14
849	4	418	44.15	44.15	0.003084058674756107	0.5	0.03363626757308587	0.13
850	4	419	44.25	44.25	0.003084058674756107	0.375	0.03363626757308587	0.1
851	3	105	44.35	44.35	0.007952086321933796	0.1	0.06957028718265074	0.02
852	4	420	44.35	44.36	0.003976043160966898	0.125	0.03478514359132537	0.05
853	2	227	44.45	44.46	0.011928129482900694	0.15	0.10435543077397609	0.05
854	4	421	44.45	44.45	0.003976043160966898	0.375	0.03478514359132537	0.1
855	4	422	44.55	44.56	0.003976043160966898	0.125	0.03478514359132537	0.05
856	3	106	44.55	44.55	0.007952086321933796	0.3	0.06957028718265074	0.07
857	4	423	44.65	44.65	0.003976043160966898	0.25	0.03478514359132537	0.07
858	2	228	44.65	44.66	0.011928129482900694	0.225	0.10435543077397609	0.07
859	1	48	44.7	44.71	0.012336234699024428	0.2	0.13454507029234347	0.06
860	2	229	44.8	44.81	0.011928129482900694	0.15	0.10435543077397609	0.05
861	4	424	44.8	44.8	0.003976043160966898	0.375	0.03478514359132537	0.1
862	4	425	44.9	44.91	0.003976043160966898	0.25	0.03478514359132537	0.08
863	3	107	44.9	44.9	0.007952086321933796	0.4	0.06957028718265074	0.09
864	4	426	45.0	45.0	0.003084058674756107	0.5	0.03363626757308587	0.13
865	4	427	45.05	45.05	0.003084058674756107	0.375	0.03363626757308587	0.1
866	4	428	45.1	45.1	0.003084058674756107	0.25	0.03363626757308587	0.07
867	4	429	45.15	45.15	0.003084058674756107	0.125	0.03363626757308587	0.04
868	2	230	45.25	45.26	0.011928129482900694	0.15	0.10435543077397609	0.05
869	4	430	45.25	45.25	0.003976043160966898	0.5	0.03478514359132537	0.13
870	4	431	45.35	45.35	0.003084058674756107	0.5	0.03363626757308587	0.13
871	4	432	45.45	45.45	0.003084058674756107	0.5	0.03363626757308587	0.13
872	4	433	45.55	45.55	0.003084058674756107	0.125	0.03363626757308587	0.04
873	2	231	45.65	45.66	0.011928129482900694	0.3	0.10435543077397609	0.09
874	4	434	45.65	45.65	0.003976043160966898	0.5	0.03478514359132537	0.13
875	4	435	45.75	45.75	0.003084058674756107	0.5	0.03363626757308587	0.13
876	4	436	45.85	45.85	0.003084058674756107	0.125	0.03363626757308587	0.04
877	2	232	45.95	45.96	0.011928129482900694	0.075	0.10435543077397609	0.03
878	4	437	45.95	45.95	0.003976043160966898	0.125	0.03478514359132537	0.04
879	2	233	46.05	46.06	0.011928129482900694	0.15	0.10435543077397609	0.05
880	4	438	46.05	46.05	0.003976043160966898	0.375	0.03478514359132537	0.1
881	3	108	46.15	46.15	0.007952086321933796	0.1	0.06957028718265074	0.02
882	4	439	46.15	46.16	0.003976043160966898	0.125	0.03478514359132537	0.05
883	2	234	46.25	46.26	0.011928129482900694	0.075	0.10435543077397609	0.03
884	4	440	46.25	46.25	0.003976043160966898	0.375	0.03478514359132537	0.1
885	3	109	46.35	46.35	0.007952086321933796	0.4	0.06957028718265074	0.09
886	4	441	46.35	46.36	0.003976043160966898	0.5	0.03478514359132537	0.14
887	4	442	46.45	46.45	0.003084058674756107	0.125	0.03363626757308587	0.04
888	0	51	46.5	46.51	0.019880215804834487	0.075	0.17392571795662679	0.03
889	3	110	46.5	46.5	0.007952086321933796	0.3	0.06957028718265074	0.08
890	2	235	46.6	46.61	0.011928129482900694	0.15	0.10435543077397609	0.05
891	4	443	46.6	46.6	0.003976043160966898	0.375	0.03478514359132537	0.1
892	3	111	46.7	46.7	0.007952086321933796	0.4	0.06957028718265074	0.09
893	4	444	46.7	46.71	0.003976043160966898	0.5	0.03478514359132537	0.14
894	4	445	46.8	46.8	0.003084058674756107	0.5	0.03363626757308587	0.13
895	1	49	46.9	46.91	0.015904172643867592	0.15	0.13914057436530147	0.05
896	3	112	46.9	46.9	0.007952086321933796	0.3	0.06957028718265074	0.08
897	2	236	47.0	47.01	0.011928129482900694	0.075	0.10435543077397609	0.03
898	4	446	47.0	47.0	0.003976043160966898	0.375	0.03478514359132537	0.1
899	3	113	47.1	47.1	0.007952086321933796	0.3	0.06957028718265074	0.07
900	4	447	47.1	47.11	0.003976043160966898	0.25	0.03478514359132537	0.08
901	2	237	47.2	47.21	0.011928129482900694	0.3	0.10435543077397609	0.09
902	4	448	47.2	47.2	0.003976043160966898	0.5	0.03478514359132537	0.13
903	4	449	47.3	47.3	0.003084058674756107	0.25	0.03363626757308587	0.07
904	2	238	47.4	47.41	0.011928129482900694	0.225	0.10435543077397609	0.07
905	4	450	47.4	47.4	0.003976043160966898	0.5	0.03478514359132537	0.13
906	4	451	47.5	47.5	0.003084058674756107	0.375	0.03363626757308587	0.1
907	3	114	47.6	47.6	0.007952086321933796	0.2	0.06957028718265074	0.04
908	4	452	47.6	47.61	0.003976043160966898	0.25	0.03478514359132537	0.08
909	0	52	47.7	47.72	0.024331417708313156	0.075	0.17965886600830736	0.04
910	3	115	47.7	47.7	0.009732567083325261	0.3	0.07186354640332293	0.07
911	4	453	47.7	47.71	0.0048662835416626304	0.25	0.035931773201661465	0.08
912	4	454	47.8	47.8	0.003976043160966898	0.125	0.03478514359132537	0.04
913	2	239	47.8	47.81	0.011928129482900694	0.225	0.10435543077397609	0.07
914	4	455	47.9	47.9	0.003976043160966898	0.125	0.03478514359132537	0.04
915	2	240	47.9	47.91	0.011928129482900694	0.15	0.10435543077397609	0.05
916	1	50	47.95	47.96	0.012336234699024428	0.15	0.13454507029234347	0.05
917	4	456	48.05	48.05	0.003976043160966898	0.125	0.03478514359132537	0.04
918	2	241	48.05	48.06	0.011928129482900694	0.225	0.10435543077397609	0.07
919	2	242	48.15	48.16	0.011928129482900694	0.15	0.10435543077397609	0.05
920	4	457	48.15	48.15	0.003976043160966898	0.5	0.03478514359132537	0.13
921	4	458	48.25	48.25	0.003084058674756107	0.25	0.03363626757308587	0.07
922	2	243	48.35	48.36	0.011928129482900694	0.075	0.10435543077397609	0.03
923	4	459	48.35	48.35	0.003976043160966898	0.125	0.03478514359132537	0.04
924	2	244	48.45	48.46	0.011928129482900694	0.15	0.10435543077397609	0.05
925	4	460	48.45	48.45	0.003976043160966898	0.5	0.03478514359132537	0.13
926	4	461	48.55	48.55	0.003084058674756107	0.5	0.03363626757308587	0.13
927	4	462	48.65	48.65	0.003084058674756107	0.25	0.03363626757308587	0.07
928	0	53	48.7	48.72	0.024331417708313156	0.075	0.17965886600830736	0.04
929	3	116	48.7	48.7	0.009732567083325261	0.4	0.07186354640332293	0.09
930	4	463	48.7	48.71	0.0048662835416626304	0.5	0.035931773201661465	0.14
931	4	464	48.8	48.8	0.003084058674756107	0.5	0.03363626757308587	0.13
932	2	245	48.95	48.96	0.01726677544551137	0.075	0.11123160677381866	0.02
933	4	465	48.9	48.9	0.003084058674756107	0.375	0.03363626757308587	0.1
934	3	117	48.95	48.97	0.011511183630340911	0.2	0.0741544045158791	0.06
935	0	54	48.95	48.98	0.02877795907585228	0.1	0.18538601128969776	0.06
936	4	466	48.95	48.95	0.0057555918151704554	0.5	0.03707720225793955	0.13
937	1	51	49.1	49.11	0.015904172643867592	0.15	0.13914057436530147	0.05
938	4	467	49.05	49.05	0.003084058674756107	0.5	0.03363626757308587	0.13
939	4	468	49.1	49.1	0.003976043160966898	0.5	0.03478514359132537	0.13
940	4	469	49.2	49.2	0.003084058674756107	0.5	0.03363626757308587	0.13
941	4	470	49.3	49.3	0.003084058674756107	0.375	0.03363626757308587	0.1
942	3	118	49.4	49.4	0.007952086321933796	0.2	0.06957028718265074	0.04
943	4	471	49.4	49.41	0.003976043160966898	0.125	0.03478514359132537	0.05
944	2	246	49.5	49.51	0.011928129482900694	0.225	0.10435543077397609	0.07
945	0	55	49.55	49.56	0.015420293373780536	0.075	0.16818133786542935	0.03
946	4	472	49.5	49.5	0.003976043160966898	0.375	0.03478514359132537	0.1
947	4	473	49.65	49.65	0.003976043160966898	0.125	0.03478514359132537	0.04
948	2	247	49.65	49.66	0.011928129482900694	0.225	0.10435543077397609	0.07
949	4	474	49.75	49.75	0.003976043160966898	0.25	0.03478514359132537	0.07
950	2	248	49.75	49.76	0.011928129482900694	0.3	0.10435543077397609	0.09
951	3	119	49.85	49.85	0.007952086321933796	0.4	0.06957028718265074	0.09
952	4	475	49.85	49.86	0.003976043160966898	0.375	0.03478514359132537	0.11
953	4	476	49.95	49.95	0.003084058674756107	0.375	0.03363626757308587	0.1
954	4	477	50.05	50.06	0.003976043160966898	0.125	0.03478514359132537	0.05
955	1	52	50.1	50.11	0.019465134166650522	0.05	0.14372709280664586	0.02
956	3	120	50.05	50.05	0.007952086321933796	0.4	0.06957028718265074	0.09
957	2	249	50.1	50.12	0.014598850624987891	0.15	0.10779531960498441	0.06
958	3	121	50.1	50.1	0.009732567083325261	0.4	0.07186354640332293	0.1
959	4	478	50.2	50.2	0.003084058674756107	0.25	0.03363626757308587	0.07
960	0	56	50.25	50.27	0.02877795907585228	0.025	0.18538601128969776	0.02
961	4	479	50.25	50.25	0.0057555918151704554	0.125	0.03707720225793955	0.04
962	2	250	50.25	50.26	0.01726677544551137	0.225	0.11123160677381866	0.07
963	1	53	50.25	50.28	0.023022367260681822	0.2	0.1483088090317582	0.08
964	3	122	50.35	50.35	0.007952086321933796	0.3	0.06957028718265074	0.07
965	4	480	50.35	50.36	0.003976043160966898	0.375	0.03478514359132537	0.11
966	4	481	50.45	50.45	0.003084058674756107	0.125	0.03363626757308587	0.04
967	1	54	50.55	50.56	0.019465134166650522	0.1	0.14372709280664586	0.04
968	0	57	50.55	50.57	0.024331417708313156	0.05	0.17965886600830736	0.04
969	4	482	50.55	50.55	0.0048662835416626304	0.5	0.035931773201661465	0.13
970	1	55	50.65	50.66	0.015904172643867592	0.15	0.13914057436530147	0.04
971	2	251	50.65	50.67	0.011928129482900694	0.225	0.10435543077397609	0.08
972	2	252	50.75	50.76	0.011928129482900694	0.075	0.10435543077397609	0.03
973	4	483	50.75	50.75	0.003976043160966898	0.25	0.03478514359132537	0.07
974	3	123	50.8	50.8	0.006168117349512214	0.4	0.06727253514617174	0.1
975	4	484	50.9	50.9	0.003084058674756107	0.125	0.03363626757308587	0.04
976	2	253	51.0	51.01	0.011928129482900694	0.075	0.10435543077397609	0.03
977	4	485	51.0	51.0	0.003976043160966898	0.25	0.03478514359132537	0.07
978	2	254	51.1	51.11	0.011928129482900694	0.225	0.10435543077397609	0.07
979	4	486	51.1	51.1	0.003976043160966898	0.5	0.03478514359132537	0.13
980	4	487	51.2	51.2	0.003084058674756107	0.5	0.03363626757308587	0.13
981	4	488	51.3	51.3	0.003084058674756107	0.5	0.03363626757308587	0.13
982	4	489	51.4	51.4	0.003084058674756107	0.375	0.03363626757308587	0.1
983	4	490	51.5	51.51	0.003976043160966898	0.125	0.03478514359132537	0.05
984	3	124	51.5	51.5	0.007952086321933796	0.3	0.06957028718265074	0.07
985	3	125	51.55	51.57	0.011511183630340911	0.2	0.0741544045158791	0.06
986	0	58	51.55	51.58	0.02877795907585228	0.1	0.18538601128969776	0.06
987	1	56	51.55	51.59	0.023022367260681822	0.1	0.1483088090317582	0.07
988	2	255	51.55	51.56	0.01726677544551137	0.3	0.11123160677381866	0.08
989	4	492	51.7	51.7	0.003084058674756107	0.125	0.03363626757308587	0.04
990	4	491	51.65	51.65	0.003084058674756107	0.5	0.03363626757308587	0.13
991	4	493	51.75	51.75	0.003084058674756107	0.25	0.03363626757308587	0.07
992	4	494	51.85	51.85	0.003976043160966898	0.125	0.03478514359132537	0.04
993	2	256	51.85	51.86	0.011928129482900694	0.3	0.10435543077397609	0.09
994	1	57	51.95	51.96	0.019465134166650522	0.15	0.14372709280664586	0.04
995	3	126	51.95	51.95	0.009732567083325261	0.2	0.07186354640332293	0.05
996	2	257	51.95	51.97	0.014598850624987891	0.3	0.10779531960498441	0.1
997	3	127	52.05	52.05	0.007952086321933796	0.2	0.06957028718265074	0.04
998	4	495	52.05	52.06	0.003976043160966898	0.25	0.03478514359132537	0.08
999	2	258	52.15	52.16	0.011928129482900694	0.15	0.10435543077397609	0.05
1000	4	496	52.15	52.15	0.003976043160966898	0.375	0.03478514359132537	0.1
1001	3	128	52.25	52.25	0.007952086321933796	0.3	0.06957028718265074	0.07
1002	4	497	52.25	52.26	0.003976043160966898	0.375	0.03478514359132537	0.11
1003	4	498	52.35	52.35	0.003084058674756107	0.5	0.03363626757308587	0.13
1004	4	499	52.45	52.45	0.003084058674756107	0.5	0.03363626757308587	0.13
1005	4	500	52.55	52.55	0.003084058674756107	0.375	0.03363626757308587	0.1
1006	4	501	52.65	52.66	0.003976043160966898	0.25	0.03478514359132537	0.08
1007	3	129	52.65	52.65	0.007952086321933796	0.4	0.06957028718265074	0.09
1008	4	502	52.75	52.75	0.003084058674756107	0.375	0.03363626757308587	0.1
1009	4	503	52.8	52.8	0.003084058674756107	0.25	0.03363626757308587	0.07
1010	4	504	52.85	52.85	0.003084058674756107	0.375	0.03363626757308587	0.1
1011	4	505	52.95	52.96	0.003976043160966898	0.25	0.03478514359132537	0.08
1012	3	130	52.95	52.95	0.007952086321933796	0.4	0.06957028718265074	0.09
1013	3	131	53.05	53.05	0.007952086321933796	0.2	0.06957028718265074	0.05
1014	1	58	53.05	53.06	0.015904172643867592	0.15	0.13914057436530147	0.05
1015	2	259	53.15	53.16	0.011928129482900694	0.3	0.10435543077397609	0.09
1016	4	506	53.15	53.15	0.003976043160966898	0.5	0.03478514359132537	0.13
1017	1	59	53.25	53.26	0.019465134166650522	0.1	0.14372709280664586	0.03
1018	3	132	53.25	53.25	0.009732567083325261	0.2	0.07186354640332293	0.05
1019	2	260	53.25	53.27	0.014598850624987891	0.15	0.10779531960498441	0.06
1020	2	261	53.35	53.36	0.011928129482900694	0.075	0.10435543077397609	0.03
1021	4	507	53.35	53.35	0.003976043160966898	0.375	0.03478514359132537	0.1
1022	3	133	53.45	53.45	0.007952086321933796	0.4	0.06957028718265074	0.09
1023	4	508	53.45	53.46	0.003976043160966898	0.5	0.03478514359132537	0.14
1024	3	134	53.6	53.6	0.009732567083325261	0.1	0.07186354640332293	0.03
1025	0	59	53.6	53.62	0.024331417708313156	0.05	0.17965886600830736	0.04
1026	4	509	53.55	53.55	0.003084058674756107	0.375	0.03363626757308587	0.1
1027	1	60	53.6	53.61	0.019465134166650522	0.15	0.14372709280664586	0.05
1028	2	262	53.7	53.71	0.011928129482900694	0.15	0.10435543077397609	0.05
1029	4	510	53.7	53.7	0.003976043160966898	0.5	0.03478514359132537	0.13
1030	2	263	53.8	53.81	0.011928129482900694	0.225	0.10435543077397609	0.07
1031	4	511	53.8	53.8	0.003976043160966898	0.5	0.03478514359132537	0.13
1032	4	512	53.9	53.9	0.003084058674756107	0.375	0.03363626757308587	0.1
1033	4	513	53.95	53.95	0.003976043160966898	0.25	0.03478514359132537	0.07
