No 	 Uid 	 Jid  	 offloadtime 	 begintime 	 commutime 	 runtime 	 energy 	 AoI
0	2	0	0.05	0.06	0.011928129482900696	0.3	0.10435543077397609	0.09
1	4	0	0.05	0.05	0.003976043160966899	0.375	0.03478514359132537	0.1
2	4	1	0.15	0.15	0.0030840586747561075	0.125	0.03363626757308587	0.04
3	2	1	0.25	0.26	0.011928129482900696	0.075	0.10435543077397609	0.03
4	4	2	0.25	0.25	0.003976043160966899	0.375	0.03478514359132537	0.1
5	3	0	0.35	0.35	0.007952086321933798	0.2	0.06957028718265074	0.04
6	4	3	0.35	0.36	0.003976043160966899	0.25	0.03478514359132537	0.08
7	2	2	0.45	0.46	0.011928129482900696	0.15	0.10435543077397609	0.05
8	4	4	0.45	0.45	0.003976043160966899	0.25	0.03478514359132537	0.07
9	2	3	0.55	0.56	0.011928129482900696	0.075	0.10435543077397609	0.03
10	4	5	0.55	0.55	0.003976043160966899	0.125	0.03478514359132537	0.04
11	4	6	0.65	0.65	0.003976043160966899	0.25	0.03478514359132537	0.07
12	2	4	0.65	0.66	0.011928129482900696	0.225	0.10435543077397609	0.07
13	2	5	0.75	0.76	0.011928129482900696	0.15	0.10435543077397609	0.05
14	3	1	0.8	0.8	0.009732567083325264	0.1	0.07186354640332296	0.03
15	0	0	0.8	0.82	0.024331417708313163	0.1	0.17965886600830738	0.05
16	4	7	0.75	0.75	0.003976043160966899	0.5	0.03478514359132537	0.13
17	2	6	0.8	0.81	0.014598850624987897	0.3	0.10779531960498442	0.09
18	4	8	0.9	0.9	0.0030840586747561075	0.5	0.03363626757308587	0.13
19	4	9	0.95	0.95	0.0030840586747561075	0.375	0.03363626757308587	0.1
20	4	11	1.05	1.05	0.0030840586747561075	0.25	0.03363626757308587	0.07
21	0	1	1.1	1.12	0.02877795907585229	0.025	0.18538601128969778	0.02
22	4	10	1.0	1.0	0.0030840586747561075	0.5	0.03363626757308587	0.13
23	1	0	1.1	1.13	0.02302236726068183	0.15	0.1483088090317582	0.07
24	4	12	1.1	1.1	0.005755591815170457	0.375	0.03707720225793955	0.1
25	3	2	1.1	1.11	0.011511183630340914	0.4	0.0741544045158791	0.11
26	3	3	1.15	1.15	0.006168117349512215	0.4	0.06727253514617174	0.1
27	4	14	1.25	1.25	0.0030840586747561075	0.125	0.03363626757308587	0.04
28	4	13	1.2	1.2	0.0030840586747561075	0.5	0.03363626757308587	0.13
29	1	1	1.35	1.36	0.01233623469902443	0.1	0.13454507029234347	0.04
30	4	15	1.3	1.3	0.0030840586747561075	0.375	0.03363626757308587	0.1
31	2	7	1.45	1.46	0.011928129482900696	0.075	0.10435543077397609	0.03
32	4	16	1.45	1.45	0.003976043160966899	0.25	0.03478514359132537	0.07
33	4	17	1.55	1.55	0.003976043160966899	0.125	0.03478514359132537	0.04
34	2	8	1.55	1.56	0.011928129482900696	0.225	0.10435543077397609	0.07
35	4	18	1.65	1.65	0.003976043160966899	0.125	0.03478514359132537	0.04
36	2	9	1.65	1.66	0.011928129482900696	0.225	0.10435543077397609	0.07
37	4	19	1.75	1.75	0.003976043160966899	0.125	0.03478514359132537	0.04
38	2	10	1.75	1.76	0.011928129482900696	0.15	0.10435543077397609	0.05
39	4	20	1.85	1.85	0.0030840586747561075	0.25	0.03363626757308587	0.07
40	4	21	1.9	1.9	0.0030840586747561075	0.5	0.03363626757308587	0.13
41	4	22	2.0	2.0	0.0030840586747561075	0.5	0.03363626757308587	0.13
42	4	23	2.1	2.1	0.0030840586747561075	0.25	0.03363626757308587	0.07
43	2	11	2.2	2.21	0.011928129482900696	0.225	0.10435543077397609	0.07
44	4	24	2.2	2.2	0.003976043160966899	0.5	0.03478514359132537	0.13
45	4	25	2.3	2.3	0.0030840586747561075	0.375	0.03363626757308587	0.1
46	3	4	2.4	2.4	0.007952086321933798	0.4	0.06957028718265074	0.09
47	4	26	2.4	2.41	0.003976043160966899	0.375	0.03478514359132537	0.11
48	4	27	2.5	2.5	0.0030840586747561075	0.25	0.03363626757308587	0.07
49	2	12	2.6	2.61	0.011928129482900696	0.225	0.10435543077397609	0.07
50	4	28	2.6	2.6	0.003976043160966899	0.375	0.03478514359132537	0.1
51	4	29	2.7	2.7	0.0030840586747561075	0.375	0.03363626757308587	0.1
52	3	5	2.8	2.8	0.007952086321933798	0.1	0.06957028718265074	0.02
53	4	30	2.8	2.81	0.003976043160966899	0.25	0.03478514359132537	0.08
54	0	2	2.9	2.92	0.02433141770831316	0.075	0.17965886600830738	0.04
55	4	31	2.9	2.91	0.004866283541662631	0.25	0.03593177320166147	0.08
56	3	6	2.9	2.9	0.009732567083325263	0.4	0.07186354640332294	0.09
57	4	33	3.05	3.05	0.003084058674756107	0.125	0.03363626757308587	0.04
58	4	32	3.0	3.0	0.003084058674756107	0.5	0.03363626757308587	0.13
59	4	34	3.1	3.1	0.003084058674756107	0.375	0.03363626757308587	0.1
60	3	7	3.2	3.2	0.007952086321933796	0.2	0.06957028718265074	0.04
61	4	35	3.2	3.21	0.003976043160966898	0.25	0.03478514359132537	0.08
62	1	2	3.3	3.32	0.019465134166650522	0.05	0.14372709280664586	0.04
63	3	8	3.3	3.3	0.009732567083325261	0.4	0.07186354640332293	0.09
64	4	36	3.3	3.31	0.0048662835416626304	0.5	0.035931773201661465	0.13
65	4	37	3.4	3.4	0.003084058674756107	0.25	0.03363626757308587	0.07
66	2	13	3.5	3.51	0.011928129482900694	0.225	0.10435543077397609	0.07
67	4	38	3.5	3.5	0.003976043160966898	0.5	0.03478514359132537	0.13
68	4	39	3.6	3.6	0.003084058674756107	0.125	0.03363626757308587	0.04
69	2	14	3.7	3.71	0.011928129482900694	0.075	0.10435543077397609	0.03
70	4	40	3.7	3.7	0.003976043160966898	0.5	0.03478514359132537	0.13
71	4	41	3.8	3.8	0.003084058674756107	0.25	0.03363626757308587	0.07
72	2	15	3.9	3.91	0.011928129482900694	0.15	0.10435543077397609	0.05
73	4	42	3.9	3.9	0.003976043160966898	0.25	0.03478514359132537	0.07
74	2	16	4.0	4.01	0.011928129482900694	0.075	0.10435543077397609	0.03
75	4	43	4.0	4.0	0.003976043160966898	0.125	0.03478514359132537	0.04
76	2	17	4.1	4.11	0.011928129482900694	0.075	0.10435543077397609	0.03
77	4	44	4.1	4.1	0.003976043160966898	0.5	0.03478514359132537	0.13
78	4	45	4.2	4.2	0.003084058674756107	0.25	0.03363626757308587	0.07
79	2	18	4.3	4.31	0.011928129482900694	0.225	0.10435543077397609	0.07
80	4	46	4.3	4.3	0.003976043160966898	0.5	0.03478514359132537	0.13
81	4	47	4.4	4.4	0.003084058674756107	0.125	0.03363626757308587	0.04
82	3	9	4.45	4.45	0.009732567083325261	0.2	0.07186354640332293	0.04
83	1	3	4.45	4.47	0.019465134166650522	0.05	0.14372709280664586	0.04
84	4	48	4.45	4.46	0.0048662835416626304	0.5	0.035931773201661465	0.13
85	4	49	4.55	4.55	0.003084058674756107	0.25	0.03363626757308587	0.07
86	3	10	4.65	4.67	0.011511183630340911	0.1	0.0741544045158791	0.04
87	0	3	4.65	4.68	0.02877795907585228	0.05	0.18538601128969776	0.05
88	2	19	4.65	4.66	0.01726677544551137	0.3	0.11123160677381866	0.08
89	1	4	4.65	4.69	0.023022367260681822	0.15	0.1483088090317582	0.08
90	3	11	4.75	4.75	0.007952086321933796	0.3	0.06957028718265074	0.07
91	4	50	4.75	4.76	0.003976043160966898	0.25	0.03478514359132537	0.08
92	2	20	4.85	4.86	0.011928129482900694	0.3	0.10435543077397609	0.09
93	4	51	4.85	4.85	0.003976043160966898	0.5	0.03478514359132537	0.13
94	4	52	4.95	4.95	0.003084058674756107	0.375	0.03363626757308587	0.1
95	3	12	5.05	5.05	0.007952086321933796	0.2	0.06957028718265074	0.04
96	4	53	5.05	5.06	0.003976043160966898	0.125	0.03478514359132537	0.05
97	4	54	5.15	5.15	0.003976043160966898	0.25	0.03478514359132537	0.07
98	2	21	5.15	5.16	0.011928129482900694	0.3	0.10435543077397609	0.09
99	3	13	5.25	5.25	0.007952086321933796	0.4	0.06957028718265074	0.09
100	4	55	5.25	5.26	0.003976043160966898	0.375	0.03478514359132537	0.11
101	4	56	5.35	5.35	0.003084058674756107	0.125	0.03363626757308587	0.04
102	2	22	5.5	5.51	0.011928129482900694	0.3	0.10435543077397609	0.09
103	4	57	5.5	5.5	0.003976043160966898	0.5	0.03478514359132537	0.13
104	4	58	5.6	5.6	0.003084058674756107	0.5	0.03363626757308587	0.13
105	4	59	5.7	5.7	0.003084058674756107	0.25	0.03363626757308587	0.07
106	2	23	5.8	5.81	0.011928129482900694	0.15	0.10435543077397609	0.05
107	4	60	5.8	5.8	0.003976043160966898	0.25	0.03478514359132537	0.07
108	2	24	5.9	5.91	0.011928129482900694	0.225	0.10435543077397609	0.07
109	4	61	5.9	5.9	0.003976043160966898	0.5	0.03478514359132537	0.13
110	2	25	6.1	6.11	0.01726677544551137	0.075	0.11123160677381866	0.02
111	4	62	6.0	6.0	0.003084058674756107	0.5	0.03363626757308587	0.13
112	3	14	6.1	6.12	0.011511183630340911	0.1	0.0741544045158791	0.04
113	1	5	6.1	6.13	0.023022367260681822	0.1	0.1483088090317582	0.06
114	4	63	6.1	6.1	0.0057555918151704554	0.25	0.03707720225793955	0.07
115	2	26	6.2	6.21	0.011928129482900694	0.075	0.10435543077397609	0.03
116	4	64	6.2	6.2	0.003976043160966898	0.5	0.03478514359132537	0.13
117	4	65	6.3	6.3	0.003084058674756107	0.375	0.03363626757308587	0.1
118	3	15	6.4	6.4	0.007952086321933796	0.3	0.06957028718265074	0.07
119	4	66	6.4	6.41	0.003976043160966898	0.375	0.03478514359132537	0.11
120	4	67	6.5	6.5	0.003084058674756107	0.25	0.03363626757308587	0.07
121	2	27	6.6	6.61	0.011928129482900694	0.15	0.10435543077397609	0.05
122	4	68	6.6	6.6	0.003976043160966898	0.25	0.03478514359132537	0.07
123	2	28	6.7	6.71	0.011928129482900694	0.15	0.10435543077397609	0.05
124	4	69	6.7	6.7	0.003976043160966898	0.25	0.03478514359132537	0.07
125	2	29	6.8	6.81	0.011928129482900694	0.15	0.10435543077397609	0.05
126	4	70	6.8	6.8	0.003976043160966898	0.375	0.03478514359132537	0.1
127	0	4	6.85	6.88	0.02877795907585228	0.075	0.18538601128969776	0.05
128	1	6	6.85	6.89	0.023022367260681822	0.1	0.1483088090317582	0.07
129	2	30	6.85	6.86	0.01726677544551137	0.3	0.11123160677381866	0.08
130	3	16	6.85	6.87	0.011511183630340911	0.4	0.0741544045158791	0.11
131	4	71	6.95	6.95	0.003084058674756107	0.375	0.03363626757308587	0.1
132	3	17	7.05	7.05	0.007952086321933796	0.1	0.06957028718265074	0.02
133	4	72	7.05	7.06	0.003976043160966898	0.125	0.03478514359132537	0.05
134	4	73	7.15	7.15	0.003976043160966898	0.125	0.03478514359132537	0.04
135	2	31	7.15	7.16	0.011928129482900694	0.225	0.10435543077397609	0.07
136	4	74	7.25	7.25	0.003976043160966898	0.25	0.03478514359132537	0.07
137	2	32	7.25	7.26	0.011928129482900694	0.225	0.10435543077397609	0.07
138	2	33	7.35	7.36	0.011928129482900694	0.15	0.10435543077397609	0.05
139	4	75	7.35	7.35	0.003976043160966898	0.25	0.03478514359132537	0.07
140	2	34	7.45	7.46	0.011928129482900694	0.15	0.10435543077397609	0.05
141	4	76	7.45	7.45	0.003976043160966898	0.25	0.03478514359132537	0.07
142	2	35	7.55	7.56	0.011928129482900694	0.15	0.10435543077397609	0.05
143	4	77	7.55	7.55	0.003976043160966898	0.25	0.03478514359132537	0.07
144	2	36	7.65	7.66	0.011928129482900694	0.15	0.10435543077397609	0.05
145	4	78	7.65	7.65	0.003976043160966898	0.5	0.03478514359132537	0.13
146	4	79	7.75	7.75	0.003084058674756107	0.5	0.03363626757308587	0.13
147	4	80	7.85	7.85	0.003084058674756107	0.25	0.03363626757308587	0.07
148	4	81	7.95	7.95	0.003976043160966898	0.25	0.03478514359132537	0.07
149	2	37	7.95	7.96	0.011928129482900694	0.3	0.10435543077397609	0.09
150	3	18	8.05	8.05	0.009732567083325261	0.1	0.07186354640332293	0.02
151	1	7	8.05	8.07	0.019465134166650522	0.15	0.14372709280664586	0.06
152	4	82	8.05	8.06	0.0048662835416626304	0.375	0.035931773201661465	0.1
153	0	5	8.15	8.16	0.019880215804834487	0.025	0.17392571795662679	0.01
154	2	38	8.15	8.17	0.011928129482900694	0.3	0.10435543077397609	0.1
155	3	19	8.25	8.25	0.007952086321933796	0.2	0.06957028718265074	0.04
156	4	83	8.25	8.26	0.003976043160966898	0.25	0.03478514359132537	0.08
157	1	8	8.35	8.36	0.019465134166650522	0.2	0.14372709280664586	0.05
158	0	6	8.35	8.38	0.024331417708313156	0.05	0.17965886600830736	0.05
159	2	39	8.35	8.37	0.014598850624987891	0.225	0.10779531960498441	0.07
160	3	20	8.4	8.4	0.009732567083325261	0.1	0.07186354640332293	0.02
161	1	9	8.4	8.42	0.019465134166650522	0.1	0.14372709280664586	0.05
162	4	84	8.4	8.41	0.0048662835416626304	0.375	0.035931773201661465	0.1
163	3	21	8.5	8.5	0.007952086321933796	0.1	0.06957028718265074	0.02
164	4	85	8.5	8.51	0.003976043160966898	0.125	0.03478514359132537	0.05
165	4	86	8.6	8.6	0.003976043160966898	0.125	0.03478514359132537	0.04
166	2	40	8.6	8.61	0.011928129482900694	0.3	0.10435543077397609	0.09
167	2	41	8.7	8.71	0.011928129482900694	0.075	0.10435543077397609	0.03
168	4	87	8.7	8.7	0.003976043160966898	0.5	0.03478514359132537	0.13
169	4	88	8.8	8.8	0.003084058674756107	0.125	0.03363626757308587	0.04
170	0	7	8.9	8.91	0.015420293373780536	0.05	0.16818133786542935	0.03
171	2	42	9.0	9.01	0.011928129482900694	0.075	0.10435543077397609	0.03
172	4	89	9.0	9.0	0.003976043160966898	0.125	0.03478514359132537	0.04
173	4	90	9.1	9.1	0.003976043160966898	0.25	0.03478514359132537	0.07
174	2	43	9.1	9.11	0.011928129482900694	0.3	0.10435543077397609	0.09
175	3	22	9.2	9.2	0.007952086321933796	0.3	0.06957028718265074	0.07
176	4	91	9.2	9.21	0.003976043160966898	0.5	0.03478514359132537	0.14
177	4	92	9.3	9.3	0.003084058674756107	0.125	0.03363626757308587	0.04
178	1	10	9.4	9.41	0.015904172643867592	0.05	0.13914057436530147	0.03
179	3	23	9.4	9.4	0.007952086321933796	0.2	0.06957028718265074	0.05
180	4	93	9.5	9.5	0.003976043160966898	0.125	0.03478514359132537	0.04
181	2	44	9.5	9.51	0.011928129482900694	0.3	0.10435543077397609	0.09
182	2	45	9.6	9.61	0.011928129482900694	0.075	0.10435543077397609	0.03
183	4	94	9.6	9.6	0.003976043160966898	0.375	0.03478514359132537	0.1
184	2	46	9.7	9.71	0.011928129482900694	0.075	0.10435543077397609	0.03
185	3	24	9.7	9.7	0.007952086321933796	0.3	0.06957028718265074	0.08
186	2	47	9.8	9.81	0.011928129482900694	0.15	0.10435543077397609	0.05
187	4	95	9.8	9.8	0.003976043160966898	0.5	0.03478514359132537	0.13
188	4	96	9.9	9.9	0.003084058674756107	0.5	0.03363626757308587	0.13
189	4	97	10.0	10.0	0.003084058674756107	0.125	0.03363626757308587	0.04
190	2	48	10.1	10.11	0.011928129482900694	0.3	0.10435543077397609	0.09
191	4	98	10.1	10.1	0.003976043160966898	0.5	0.03478514359132537	0.13
192	4	99	10.2	10.2	0.003084058674756107	0.5	0.03363626757308587	0.13
193	4	100	10.3	10.3	0.003084058674756107	0.5	0.03363626757308587	0.13
194	4	101	10.4	10.4	0.003084058674756107	0.25	0.03363626757308587	0.07
195	4	102	10.5	10.5	0.003976043160966898	0.25	0.03478514359132537	0.07
196	2	49	10.5	10.51	0.011928129482900694	0.225	0.10435543077397609	0.07
197	4	103	10.6	10.6	0.003976043160966898	0.25	0.03478514359132537	0.07
198	2	50	10.6	10.61	0.011928129482900694	0.3	0.10435543077397609	0.09
199	3	25	10.7	10.7	0.007952086321933796	0.2	0.06957028718265074	0.04
200	4	104	10.7	10.71	0.003976043160966898	0.5	0.03478514359132537	0.14
201	4	105	10.8	10.8	0.003084058674756107	0.5	0.03363626757308587	0.13
202	4	106	10.9	10.9	0.003084058674756107	0.375	0.03363626757308587	0.1
203	0	8	11.0	11.03	0.02877795907585228	0.025	0.18538601128969776	0.04
204	2	51	11.0	11.01	0.01726677544551137	0.3	0.11123160677381866	0.08
205	4	107	11.0	11.0	0.0057555918151704554	0.375	0.03707720225793955	0.1
206	3	26	11.0	11.02	0.011511183630340911	0.4	0.0741544045158791	0.11
207	4	108	11.1	11.1	0.003084058674756107	0.25	0.03363626757308587	0.07
208	4	109	11.2	11.2	0.003976043160966898	0.25	0.03478514359132537	0.07
209	2	52	11.2	11.21	0.011928129482900694	0.3	0.10435543077397609	0.09
210	3	27	11.3	11.3	0.007952086321933796	0.4	0.06957028718265074	0.09
211	4	110	11.3	11.31	0.003976043160966898	0.375	0.03478514359132537	0.11
212	4	111	11.4	11.4	0.003084058674756107	0.375	0.03363626757308587	0.1
213	4	112	11.5	11.51	0.003976043160966898	0.125	0.03478514359132537	0.05
214	3	28	11.5	11.5	0.007952086321933796	0.4	0.06957028718265074	0.09
215	2	53	11.6	11.61	0.011928129482900694	0.075	0.10435543077397609	0.03
216	4	113	11.6	11.6	0.003976043160966898	0.125	0.03478514359132537	0.04
217	2	54	11.7	11.71	0.011928129482900694	0.3	0.10435543077397609	0.09
218	4	114	11.7	11.7	0.003976043160966898	0.375	0.03478514359132537	0.1
219	4	115	11.8	11.8	0.003084058674756107	0.25	0.03363626757308587	0.07
220	2	55	11.85	11.86	0.01726677544551137	0.075	0.11123160677381866	0.02
221	0	9	11.85	11.88	0.02877795907585228	0.075	0.18538601128969776	0.05
222	3	29	11.85	11.87	0.011511183630340911	0.2	0.0741544045158791	0.06
223	4	116	11.85	11.85	0.0057555918151704554	0.375	0.03707720225793955	0.1
224	4	117	11.95	11.95	0.003084058674756107	0.125	0.03363626757308587	0.04
225	2	56	12.05	12.06	0.011928129482900694	0.075	0.10435543077397609	0.03
226	4	118	12.05	12.05	0.003976043160966898	0.125	0.03478514359132537	0.04
227	1	11	12.15	12.16	0.015904172643867592	0.1	0.13914057436530147	0.03
228	2	57	12.15	12.17	0.011928129482900694	0.225	0.10435543077397609	0.08
229	1	12	12.25	12.26	0.015904172643867592	0.1	0.13914057436530147	0.03
230	2	58	12.25	12.27	0.011928129482900694	0.3	0.10435543077397609	0.1
231	3	30	12.35	12.35	0.007952086321933796	0.2	0.06957028718265074	0.04
232	4	119	12.35	12.36	0.003976043160966898	0.125	0.03478514359132537	0.05
233	1	13	12.45	12.46	0.019465134166650522	0.2	0.14372709280664586	0.05
234	3	31	12.45	12.45	0.009732567083325261	0.3	0.07186354640332293	0.08
235	2	59	12.45	12.47	0.014598850624987891	0.3	0.10779531960498441	0.1
236	4	120	12.55	12.55	0.003084058674756107	0.125	0.03363626757308587	0.04
237	2	60	12.65	12.66	0.011928129482900694	0.3	0.10435543077397609	0.09
238	4	121	12.65	12.65	0.003976043160966898	0.5	0.03478514359132537	0.13
239	4	122	12.75	12.75	0.003084058674756107	0.375	0.03363626757308587	0.1
240	3	32	12.85	12.85	0.007952086321933796	0.2	0.06957028718265074	0.04
241	4	123	12.85	12.86	0.003976043160966898	0.125	0.03478514359132537	0.05
242	2	61	12.95	12.96	0.011928129482900694	0.075	0.10435543077397609	0.03
243	4	124	12.95	12.95	0.003976043160966898	0.375	0.03478514359132537	0.1
244	3	33	13.05	13.05	0.007952086321933796	0.1	0.06957028718265074	0.02
245	4	125	13.05	13.06	0.003976043160966898	0.125	0.03478514359132537	0.05
246	2	62	13.15	13.16	0.011928129482900694	0.075	0.10435543077397609	0.03
247	4	126	13.15	13.15	0.003976043160966898	0.25	0.03478514359132537	0.07
248	2	63	13.25	13.26	0.011928129482900694	0.075	0.10435543077397609	0.03
249	4	127	13.25	13.25	0.003976043160966898	0.5	0.03478514359132537	0.13
250	4	128	13.35	13.35	0.003084058674756107	0.25	0.03363626757308587	0.07
251	2	64	13.45	13.46	0.011928129482900694	0.15	0.10435543077397609	0.05
252	4	129	13.45	13.45	0.003976043160966898	0.5	0.03478514359132537	0.13
253	4	130	13.55	13.55	0.003084058674756107	0.25	0.03363626757308587	0.07
254	1	14	13.65	13.66	0.019465134166650522	0.05	0.14372709280664586	0.02
255	0	10	13.65	13.68	0.024331417708313156	0.025	0.17965886600830736	0.04
256	2	65	13.65	13.67	0.014598850624987891	0.3	0.10779531960498441	0.09
257	2	66	13.75	13.76	0.011928129482900694	0.15	0.10435543077397609	0.05
258	4	131	13.75	13.75	0.003976043160966898	0.25	0.03478514359132537	0.07
259	0	11	13.9	13.91	0.015420293373780536	0.025	0.16818133786542935	0.02
260	2	67	13.85	13.86	0.011928129482900694	0.3	0.10435543077397609	0.09
261	4	132	13.85	13.85	0.003976043160966898	0.375	0.03478514359132537	0.1
262	2	68	14.0	14.01	0.011928129482900694	0.075	0.10435543077397609	0.03
263	4	133	14.0	14.0	0.003976043160966898	0.25	0.03478514359132537	0.07
264	2	69	14.1	14.11	0.011928129482900694	0.15	0.10435543077397609	0.05
265	1	15	14.15	14.16	0.015904172643867592	0.1	0.13914057436530147	0.04
266	3	34	14.15	14.15	0.007952086321933796	0.2	0.06957028718265074	0.05
267	4	134	14.1	14.1	0.003976043160966898	0.5	0.03478514359132537	0.13
268	2	70	14.25	14.26	0.011928129482900694	0.075	0.10435543077397609	0.03
269	4	135	14.25	14.25	0.003976043160966898	0.375	0.03478514359132537	0.1
270	3	35	14.35	14.35	0.007952086321933796	0.3	0.06957028718265074	0.07
271	4	136	14.35	14.36	0.003976043160966898	0.375	0.03478514359132537	0.11
272	2	71	14.5	14.51	0.01726677544551137	0.075	0.11123160677381866	0.03
273	4	138	14.5	14.5	0.0057555918151704554	0.125	0.03707720225793955	0.04
274	0	12	14.5	14.52	0.02877795907585228	0.1	0.18538601128969776	0.04
275	4	137	14.45	14.45	0.003084058674756107	0.5	0.03363626757308587	0.13
276	1	16	14.5	14.53	0.023022367260681822	0.2	0.1483088090317582	0.08
277	3	36	14.6	14.6	0.009732567083325261	0.1	0.07186354640332293	0.03
278	0	13	14.6	14.62	0.024331417708313156	0.05	0.17965886600830736	0.04
279	1	17	14.6	14.61	0.019465134166650522	0.2	0.14372709280664586	0.06
280	4	139	14.7	14.7	0.003976043160966898	0.125	0.03478514359132537	0.04
281	2	72	14.7	14.71	0.011928129482900694	0.225	0.10435543077397609	0.07
282	3	37	14.8	14.8	0.009732567083325261	0.1	0.07186354640332293	0.03
283	1	18	14.8	14.81	0.019465134166650522	0.2	0.14372709280664586	0.05
284	2	73	14.8	14.82	0.014598850624987891	0.225	0.10779531960498441	0.08
285	2	74	14.9	14.91	0.011928129482900694	0.075	0.10435543077397609	0.03
286	4	140	14.9	14.9	0.003976043160966898	0.25	0.03478514359132537	0.07
287	4	141	15.0	15.0	0.003976043160966898	0.125	0.03478514359132537	0.04
288	2	75	15.0	15.01	0.011928129482900694	0.15	0.10435543077397609	0.05
289	4	142	15.1	15.1	0.003976043160966898	0.125	0.03478514359132537	0.04
290	2	76	15.1	15.11	0.011928129482900694	0.3	0.10435543077397609	0.09
291	2	77	15.2	15.21	0.011928129482900694	0.075	0.10435543077397609	0.03
292	4	143	15.2	15.2	0.003976043160966898	0.375	0.03478514359132537	0.1
293	3	38	15.3	15.3	0.007952086321933796	0.1	0.06957028718265074	0.02
294	4	144	15.3	15.31	0.003976043160966898	0.25	0.03478514359132537	0.08
295	2	78	15.4	15.41	0.011928129482900694	0.225	0.10435543077397609	0.07
296	4	145	15.4	15.4	0.003976043160966898	0.375	0.03478514359132537	0.1
297	4	146	15.5	15.5	0.003084058674756107	0.375	0.03363626757308587	0.1
298	3	39	15.6	15.6	0.007952086321933796	0.2	0.06957028718265074	0.04
299	4	147	15.6	15.61	0.003976043160966898	0.125	0.03478514359132537	0.05
300	2	79	15.7	15.71	0.011928129482900694	0.3	0.10435543077397609	0.09
301	4	148	15.7	15.7	0.003976043160966898	0.5	0.03478514359132537	0.13
302	4	149	15.8	15.8	0.003084058674756107	0.125	0.03363626757308587	0.04
303	2	80	15.9	15.91	0.011928129482900694	0.225	0.10435543077397609	0.07
304	4	150	15.9	15.9	0.003976043160966898	0.5	0.03478514359132537	0.13
305	4	151	16.0	16.0	0.003084058674756107	0.5	0.03363626757308587	0.13
306	4	152	16.1	16.1	0.003084058674756107	0.125	0.03363626757308587	0.04
307	2	81	16.2	16.21	0.011928129482900694	0.075	0.10435543077397609	0.03
308	4	153	16.2	16.2	0.003976043160966898	0.125	0.03478514359132537	0.04
309	3	40	16.3	16.3	0.009732567083325261	0.1	0.07186354640332293	0.03
310	0	14	16.3	16.32	0.024331417708313156	0.1	0.17965886600830736	0.05
311	2	82	16.3	16.31	0.014598850624987891	0.225	0.10779531960498441	0.07
312	2	83	16.4	16.41	0.011928129482900694	0.3	0.10435543077397609	0.09
313	4	154	16.4	16.4	0.003976043160966898	0.375	0.03478514359132537	0.1
314	4	155	16.5	16.5	0.003084058674756107	0.125	0.03363626757308587	0.04
315	2	84	16.6	16.61	0.011928129482900694	0.15	0.10435543077397609	0.05
316	4	156	16.6	16.6	0.003976043160966898	0.375	0.03478514359132537	0.1
317	0	15	16.7	16.72	0.024331417708313156	0.025	0.17965886600830736	0.03
318	1	19	16.7	16.71	0.019465134166650522	0.15	0.14372709280664586	0.05
319	4	157	16.7	16.7	0.0048662835416626304	0.25	0.035931773201661465	0.07
320	2	85	16.85	16.86	0.011928129482900694	0.15	0.10435543077397609	0.05
321	4	158	16.85	16.85	0.003976043160966898	0.25	0.03478514359132537	0.07
322	4	159	16.95	16.95	0.003976043160966898	0.125	0.03478514359132537	0.04
323	2	86	16.95	16.96	0.011928129482900694	0.15	0.10435543077397609	0.05
324	2	87	17.05	17.06	0.011928129482900694	0.075	0.10435543077397609	0.03
325	4	160	17.05	17.05	0.003976043160966898	0.125	0.03478514359132537	0.04
326	2	88	17.15	17.16	0.011928129482900694	0.075	0.10435543077397609	0.03
327	4	161	17.15	17.15	0.003976043160966898	0.25	0.03478514359132537	0.07
328	1	20	17.25	17.26	0.019465134166650522	0.05	0.14372709280664586	0.02
329	2	89	17.25	17.27	0.014598850624987891	0.075	0.10779531960498441	0.03
330	0	16	17.25	17.28	0.024331417708313156	0.1	0.17965886600830736	0.06
331	2	90	17.35	17.36	0.011928129482900694	0.3	0.10435543077397609	0.09
332	4	162	17.35	17.35	0.003976043160966898	0.5	0.03478514359132537	0.13
333	4	163	17.45	17.45	0.003084058674756107	0.375	0.03363626757308587	0.1
334	3	41	17.55	17.55	0.007952086321933796	0.3	0.06957028718265074	0.07
335	4	164	17.55	17.56	0.003976043160966898	0.25	0.03478514359132537	0.08
336	2	91	17.65	17.66	0.011928129482900694	0.3	0.10435543077397609	0.09
337	4	165	17.65	17.65	0.003976043160966898	0.5	0.03478514359132537	0.13
338	4	166	17.75	17.75	0.003084058674756107	0.25	0.03363626757308587	0.07
339	2	92	17.85	17.86	0.011928129482900694	0.3	0.10435543077397609	0.09
340	4	167	17.85	17.85	0.003976043160966898	0.375	0.03478514359132537	0.1
341	2	93	17.95	17.97	0.014598850624987891	0.075	0.10779531960498441	0.03
342	1	21	17.95	17.96	0.019465134166650522	0.15	0.14372709280664586	0.04
343	0	17	17.95	17.98	0.024331417708313156	0.05	0.17965886600830736	0.05
344	2	94	18.05	18.06	0.011928129482900694	0.15	0.10435543077397609	0.05
345	4	168	18.05	18.05	0.003976043160966898	0.5	0.03478514359132537	0.13
346	4	169	18.15	18.15	0.003084058674756107	0.5	0.03363626757308587	0.13
347	4	170	18.25	18.25	0.003084058674756107	0.5	0.03363626757308587	0.13
